pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
2369840118.jpg#0r1n,neutral,The boy wearing the blue hooded top is holding a baby goat in his arms.,The goat jumped into the boys arms.,"When a boy is holding a goat in his arms the goat has not necessarily jumped into the boys arms. The boy could have picked the goat up, for instance.",The boy wearing the blue hooded top is holding a baby goat in his arms., The goat *jumped* *into* the boys *arms.*,{},"2,3,6",Just because the boy is holding a baby goat in his arms does not mean the goat jumped into his arms.,The boy wearing the blue hooded top is holding a baby goat in his arms., The goat *jumped* into the boys arms.,{},2,"If a boy is holding a goat, it does not mean the goat jumped into his arms.",The boy wearing the blue hooded top is holding a baby goat in his arms., The goat *jumped* into the boys arms.,{},2
2369840118.jpg#0r1e,entailment,The boy wearing the blue hooded top is holding a baby goat in his arms.,A boy is holding an animal.,Baby goat is animal., The boy wearing the blue hooded top is holding a *baby* *goat* in his arms., A boy is holding an *animal.*,"10,11",5,A baby goat is a variety of animal., The boy wearing the blue hooded top is holding a *baby* *goat* in his arms., A boy is holding an *animal.*,"10,11",5,A BABY GOAT IS AN ANIMAL, The boy wearing the blue hooded top is holding a *baby* *goat* in his arms., A boy is holding an *animal.*,"10,11",5
4467946265.jpg#0r1c,contradiction,A blond-haired lady with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a dark-haired lady walks next to her.,Two people are sliding down a hill on their bottoms.,Either the two people are walking or the two people are sliding down a hill.,*A* blond-haired *lady* with a gray tank top and jeans is holding her phone *while* she puts her other hand through her hair while *a* dark-haired *lady* *walks* *next* *to* *her.*,*Two* *people* are *sliding* *down* *a* *hill* on their bottoms.,"0,2,24,26,27,28,30,29,14","1,0,3,4,5,6",A lady means one person two people means two.,A blond-haired *lady* with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a dark-haired lady walks next to her.,*Two* *people* are sliding down a hill on their bottoms.,2,"0,1",A lady is not two people.,*A* blond-haired *lady* with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a dark-haired lady walks next to her.,*Two* *people* are sliding down a hill on their bottoms.,"0,2","0,1"
4467946265.jpg#0r1e,entailment,A blond-haired lady with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a dark-haired lady walks next to her.,There are two women.,Two women are take walks together., A blond-haired lady with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a dark-haired lady *walks* next to her., There are *two* *women.*,27,"3,2",Blond-haired lady and dark-haired lady equals two women., A *blond-haired* *lady* with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a *dark-haired* *lady* walks next to her., There are *two* *women.*,"1,2,25,26","2,3",There is a lady walking and a lady walks next to her so there are two women., A blond-haired *lady* with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a dark-haired *lady* *walks* *next* *to* *her.*, There are *two* *women.*,"2,26,27,28,29,30","2,3"
4467946265.jpg#0r1n,neutral,A blond-haired lady with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a dark-haired lady walks next to her.,A woman and her best friend walk through the hallway.,A woman walking next to another woman is not assumed to be her best friend.  Women are not assumed to be walking through a hallway.,A blond-haired lady with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a dark-haired lady walks next to her., A woman and *her* *best* *friend* walk through the *hallway.*,{},"3,4,5,9",Not all women are best friends.,A blond-haired lady with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a dark-haired lady walks next to her., A woman and her *best* *friend* walk through the hallway.,{},"4,5",Not all woman who walk next to each other are best friends.,A blond-haired lady with a gray tank top and jeans is holding her phone while she puts her other hand through her hair while a dark-haired lady walks next to her., A woman and her *best* friend walk through the hallway.,{},4
4894395656.jpg#4r1e,entailment,Two people ride yellow motorcycles.,Two people are on motorcycles.,Two people are on yellow motorcycles., Two people ride *yellow* motorcycles., *Two* *people* are on *motorcycles.*,3,"0,1,4",Two people must be on motorcycles in order to ride motorcycles., *Two* *people* *ride* yellow *motorcycles.*, *Two* *people* are *on* *motorcycles.*,"0,1,2,4","0,1,3,4",Two people ride  motorcycles means they are on motorcycles, Two people *ride* yellow *motorcycles.*, Two people are *on* *motorcycles.*,"2,4","3,4"
4894395656.jpg#4r1n,neutral,Two people ride yellow motorcycles.,Two people are racing motorcycles.,The two are not necessarily racing the motorcycles.,Two people ride yellow motorcycles., Two people *are* *racing* motorcycles.,{},"2,3",People ride motorcycles are not always racing.,Two people ride yellow motorcycles., Two people are *racing* motorcycles.,{},3,Not all people riding motorcycles are racing.,Two people ride yellow motorcycles., Two people are *racing* motorcycles.,{},3
4894395656.jpg#4r1c,contradiction,Two people ride yellow motorcycles.,Two people are riding horses.,the couple is either riding on motorcycles or they are riding horses.,Two people ride yellow *motorcycles.*,Two people are riding *horses.*,4,4,motorcycles doesn't mean horses,Two people ride yellow *motorcycles.*,Two people are riding *horses.*,4,4,Two people cannot ride motorcycles and horses at the same time.,Two people *ride* yellow *motorcycles.*,Two people are *riding* *horses.*,"2,4","3,4"
3192311620.jpg#0r1c,contradiction,A brown dog opens his mouth to catch a piece of food.,a dog is sleeping,The dog cannot be sleeping if he is also opening his mouth to catch food.,A brown *dog* *opens* his *mouth* to *catch* a piece of *food.*,a dog is *sleeping*,"2,3,5,7,11",3,A sleeping dog cannot open his mouth to catch food.,A brown dog *opens* *his* *mouth* to catch a piece of food.,a dog is *sleeping*,"3,4,5",3,One cannot catch an item while sleeping.,A brown dog opens his mouth to *catch* a piece of food.,a dog is *sleeping*,7,3
3192311620.jpg#0r1e,entailment,A brown dog opens his mouth to catch a piece of food.,A dog catches food.,A brown dog is a type of dog., *A* *brown* *dog* opens his mouth to catch a piece of food., A *dog* catches food.,"0,1,2",1,The dog's mouth must be open to catch the food., A brown dog *opens* *his* *mouth* to *catch* a piece of food., A dog *catches* food.,"3,4,5,7",2,A brown dog falls under dog category as part of its description catching (a piece of) food., A *brown* *dog* opens his mouth to catch a *piece* of *food.*, A *dog* *catches* *food.*,"9,11,1,2","1,2,3"
3192311620.jpg#2r1e,entailment,A brown dog is about to catch a treat.,A brown dog is given a treat.,A dog that is about to catch a treat is been given a treat., A brown dog is *about* *to* *catch* *a* *treat.*, A brown dog *is* *given* *a* *treat.*,"4,5,6,7,8","4,5,6,3",A BROWN DOG IS TREATED WELL, A *brown* dog is about to catch a treat., A brown *dog* is given a treat.,1,2,ABOUT TO CATCH  IS TO BE GIVEN A TREAT, A brown dog is *about* *to* *catch* a treat., A brown dog is *given* a treat.,"4,5,6",4
3192311620.jpg#2r1n,neutral,A brown dog is about to catch a treat.,A brown dog receives a rawhide treat.,The treat may not be rawhide.,A brown dog is about to catch a treat., A brown dog receives a *rawhide* treat.,{},5,Not all dog treat is a rawhide treat.,A brown dog is about to catch a treat., A brown dog receives a *rawhide* treat.,{},5,Not all dog treats are made of rawhide.,A brown dog is about to catch a treat., A brown dog receives a *rawhide* treat.,{},5
3192311620.jpg#2r1c,contradiction,A brown dog is about to catch a treat.,A cat is licking itself.,The animal cannot be a cat and a dog,A brown *dog* is about to catch a treat.,A *cat* is licking itself.,2,1,A cat is not a dog.  Licking itself is not catch a treat.,A brown *dog* is about to *catch* *a* *treat.*,A *cat* is *licking* *itself.*,"2,6,8,7","1,3,4","A cat and a dog is not the same animal, and they are doing 2 different things.",A *brown* *dog* is about to *catch* *a* *treat.*,A *cat* is *licking* *itself.*,"1,2,6,7,8","1,3,4"
3192311620.jpg#4r1n,entailment,The dog is catching a treat.,the dog is looking at the treat,For the dog to be catching the treat the dog needs to be looking at the treat., The dog is *catching* a *treat.*, the dog is *looking* *at* the *treat*,"3,5","3,6,4",The dog has a treat., The dog is catching *a* *treat.*, the *dog* is looking at the treat,"5,4",1,Catching implies looking., The dog is *catching* a treat., the dog is *looking* at the treat,3,3
3192311620.jpg#4r1c,contradiction,The dog is catching a treat.,the cat is not catching a treat,It's either a dog or a cat,The *dog* is catching a treat.,the *cat* is not catching a treat,1,1,The second sentence implies the dog is not catching the treat when he is.,The dog *is* catching a treat.,the cat is *not* catching a treat,2,3,The image is of a dog not a cat.,The *dog* is catching a *treat.*,the *cat* is not catching a *treat*,"1,5","1,6"
3192311620.jpg#4r1e,entailment,The dog is catching a treat.,an animal is catching a treat,A dog is an animal., The *dog* is *catching* a treat., an *animal* is *catching* a treat,"1,3","1,3",THE DOG IS AN ANIMAL CATCHING A TREAT, The *dog* is catching a treat., an *animal* is catching a treat,1,1,The dog is catching a treat because they guard the house well.., The *dog* is catching a treat., an animal is *catching* a *treat*,1,"5,3"
2676764246.jpg#0r1e,entailment,The greyhounds are running quickly in this race.,The dogs are running quickly in this race.,Greyhounds are a type of dogs., The *greyhounds* are running quickly in this race., The *dogs* are running quickly in this race.,1,1,"The only dogs commonly raced are greyhounds, therefore it's a good probability that the dogs racing are greyhounds.", The *greyhounds* are running quickly in this *race.*, The *dogs* are *running* *quickly* in this race.,"1,7","4,1,3","The greyhounds  that are does , are running quickly in the race.", The *greyhounds* are *running* *quickly* in this *race.*, The *dogs* are *running* *quickly* in this *race.*,"1,3,4,7","1,3,4,7"
2676764246.jpg#0r1n,entailment,The greyhounds are running quickly in this race.,The big greyhounds are running quickly in this race.,"""The big greyhounds are running quickly in this race."" is the same as sentence one with the modifier ""big""", The *greyhounds* are running quickly in this race., The big *greyhounds* are running quickly in this race.,1,2,Big greyhounds are a type of greyhounds., The *greyhounds* are running quickly in this race., The *big* *greyhounds* are running quickly in this race.,1,"1,2",Big greyhounds are still greyhounds., The *greyhounds* are running quickly in this race., The *big* *greyhounds* are running quickly in this race.,1,"1,2"
2676764246.jpg#0r1c,contradiction,The greyhounds are running quickly in this race.,The cats are running quickly in this race.,"Greyhounds are not cats, they are dogs.  It's either cats or dogs.",The *greyhounds* are running quickly in this race.,The *cats* are running quickly in this race.,1,1,greyhounds are not cats,The *greyhounds* are running quickly in this race.,The *cats* are running quickly in this race.,1,1,Greyhounds are a breed of dogs not cats .,The *greyhounds* are running quickly in this race.,The *cats* are running quickly in this race.,1,1
